place,info,태그
하멜전시관,하멜 표류기의 역사를 알 수 있는 곳,문화시설 여수갈만한곳 여수여행 여수전시관 하멜등대 하멜보고서 하멜전시관 
북한 반잠수정 전시관,침몰된 북한 반잠수정을 공개 전시한 시설,교육공간 교육관광 교육프로그램 문화시설 북한관련전시 북한반잠수정전시관              
고성 제3기 현무암 (강원평화지역 국가지질공원),신생대 제3기 알칼리 현무암 분포지역,경치좋은곳 관광지 국가지질공원 자연 자연관광지 자연발생 자연속으로       
경기도교육청과천도서관,"행복한 미래, 도서관과 함께",경기도립도서관 과천교육도서관 과천시 독서교육 독서회 문화시설 아이와 함께
의성 사촌리 가로숲,사촌마을을 지켜주는 600년 된 숲,경상권 관광지 산책길 산책코스 산책하기 산책하기좋은곳 자연 전통마을      
견훤산성,장바위산 정상부를 에워 싼 견고한 산성,견훤 경상권 경상북도기념물 관광지 상주가볼만한곳 상주백제문화 상주산성               
꽃내라팜,싱그러운 소나무 향과 함께 하는 캠핑장,가을라벤더명소 강원도캠핑장 고성군캠핑장 다양한체험프로그램 레포츠  
천안시립미술관,경계를 넘어 동시대 미술 문화를 주도하는 플랫폼으로서의 미술관,문화시설 미술관 천안데이트코스 천안미술관 천안산책 천안여행 천안포토존
신한아트홀,다양한 문화생활을 즐길 수 있는 공간,강남공연장 문화생활 문화시설 뮤지컬 역삼공연장
국립관세박물관,우리나라 세관의 역사를 볼 수 있는 공간,강남구 관세박물관 국립박물관 문화시설 박물관 서울가볼만한곳 서울본부세관       
울산동부도서관,울산 동구의 지식정보문화 도서관,도서관 독서 독서공간 독서교육 독서여행 문화시설 아이와함게 울산동부  
송광사(순천),맑은 풍경소리가 수행자들을 일깨우는 곳,가족여행 관광지 교과서속여행 불교 불교문화 불교사찰 사찰 사찰여행                 
고투몰(강남터미널 지하쇼핑몰),트렌드 한 쇼핑의 명소,고속버스터미널 서울 쇼핑
선암사 [유네스코 세계유산],반원형의 모습이 인상적인 승선교는 필수코스,2024_여행가는달과함께하는_발도장여행지 가족여행 관광지 교과서속여행                     
진천 길상사,흥무대왕 김유신의 영정을 봉안한 사당,관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속       
진천 정송강사,송강 정철선생의 위패가 모셔진 곳,관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속      
풍수원성당,천주교 박해의 역사를 품은 한국 최초의 시골 본당,강원권 관광지 기차여행 나들이 서울근교여행 아이와함께 역사 자연좋은곳     
서울여성플라자,국내 최대 여성복합문화공간,교육프로그램 동작구 레포츠 문화공간 여성복합문화공간 열린문화공간     
영모각,서애 류성룡 선생의 징비록과 종손가의 유물 전시관,경상북도여행지 문화시설 서애류성룡선생 안동고택 조선시대유물 징비록 
삼다수숲길,삼나무들이 빼곡하게 자리 잡은 아름다운 숲,경치좋은곳 남녀노소 레포츠 산책하기좋은곳 삼다수마을 숲길 아이와함께            
미숭산자연휴양림,자작나무길로 이어지는 대가야 고령 생태숲,고령 고령여행의베이스캠프 관광지 대가야생태숲 미숭산 미숭산휴양림자작나무숲 
곤지암렌탈샵 장비좋은집,곤지암 스키장에서 가장 가까운 렌탈샵,겨울스포츠 레포츠 복합레저스포츠 쇼핑 스키대여 스키렌탈 스키샵 
길상도예,내 손으로 직접 만드는 도자기 공방,관광지 도예공방 도자기만들기체험 만들기 서울 원데이클래스
충주 탄금대와 탄금대공원,오랜 역사 속 많은 사연을 가진 이곳,2024_여행가는달과함께하는_발도장여행지 가족여행 관광지 산책하기좋은곳        
조동리 선사유적 박물관,충주에서 발견된 신석기와 청동기 유물 전시관,가족여행 교과서속여행 문화시설 박물관 사계절 아이와함께 전시관  
청룡사지,충주 청룡사지 보각국사탑이 있는 옛 절터,관광지 불교 불교문화 사찰 사찰여행 역사 자연속으로 자연좋은곳       
충주박물관,지역의 정체성과 뿌리를 찾아볼 수 있는 곳,기차여행 문화시설 미세먼지_피하는_실내여행 박물관 실내관광지 실내여행지           
향기억,나만의 향을 찾을 수 있는 곳,관광지 나만의향수만들기체험 원데이클래스 향수공방 향수만들기 향수만들기체험
와플목공방,다양한 목공 제품을 직접 만들 수 있는 곳,가족과함께 관광지 데이트코스 도마만들기 목공 목공예 서울 성수동   
언양향교,조선 세종대왕 때 건립한 지방교육기관,관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속       
원연장 꽃잔디마을,마을 뒤 3만여 평의 동산에 꽃잔디가 한가득,관광지 남녀노소 아이와함께 연인과함께 이색체험 자연마을 자연좋은곳      
세천공원,한국 고유의 토박이 식물을 만나볼 수 있는 공원,공원 관광지 대전 대전공원 대전여행 산책길 산책하기 산책하기좋은곳        
한국차문화공원,"사계절, 차 한 잔의 여유와 그리움의 소리가 머무는 곳",가족과함께 가족여행 관광지 아이와함께 이색체험 인증샷백만개_인스타_갬성여행   
태백산맥문학관,현부잣집과 소화의 집이 있는 제석산 끝자락,가족여행 교과서속여행 무장애 문학관 문학관관람 문학기념관 문학기행                  
한국차박물관,"사계절, 차 한 잔의 여유와 그리움의 소리가 머무르는 곳",가족과함께 가족여행 관광지 문화공간 미세먼지_피하는_실내여행 박물관           
율포해수욕장(솔밭해변),"공해 없는 청정해역, 깨끗함이 남다른 율포해수욕장",가족여행 갯벌체험 경치좋은곳 관광지 바다풍경 바다풍경여행 불꽃축제            
보림사(장흥),가지산 남쪽 기슭의 천년고찰,관광지 보림사장흥 불교 불교사찰 사찰 사찰여행 역사 자연속으로         
남산골한옥마을,한옥이 보존되어 있는 마을,2024_여행가는달과함께하는_발도장여행지 가족여행 관광지 남녀노소            
성전암(진주),인조의 위패를 모시고 있는 사찰,관광지 불교 불교문화 사찰 사찰여행 사찰탐방 역사 전통사찰 진주관광지    
세계골프역사박물관,한국 골프역사 100년을 한눈에 볼 수 있는 곳,강남구 골프역사 나홀로여행 문화시설 뮤지엄&미술관 사계절 세계골프역사박물관   
반룡사(경산),60여년 동안 대가람을 이루었던 사찰,경산관광 경산반룡사 경산여행 경상권 관광지 불교 불교문화 사찰            
천관문학관,장흥출신 문인들의 작품,문화시설 사계절 실내여행지 아이와함께 전라권 전시관 천관문학관 
방촌유물전시관,장흥군 방촌마을 유물탐방하기,교과서속여행 문화시설 민속문화재 방촌유물전시관 아이와함께 역사공부            
정남진물과학관,신비한 물에 대한 과학 이야기,무장애 문화시설 사계절 아이와함께 이색체험 전라권 전시관 정남진물과학관   
전라남도 농업박물관,농업의 중요성을 느끼고 체험하는 산 교육장,가족여행 기차여행 문화시설 박물관 아이와함께 영암여행 전라권  
진도타워,진도로 들어가는 첫 번째 관문,가족과함께 경치좋은곳 관광지 드라이브여행 바다풍경 섬여행 승전광장        
진도 운림산방,깊은 산골에 피어오르는 안개가 구름 숲이 되다,2024_여행가는달과함께하는_발도장여행지 가족여행 관광지 역사 역사공부              
진도 용장성,삼별초가 항몽의 근거지로 삼았던 곳,가족여행 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재          
진도 남도진성,삼국시대부터 나라와 백성을 지켜준 석성,관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속         
창원 성산 패총,철기시대의 생활상을 살펴볼 수 있는 유적,경상권 관광지 문화관광해설사 사적 역사 역사공부 역사관광지 역사를품은곳            
진주성,한국 관광 100선에 선정된 충절로 빛나는 진주성,23_24한국관광100선 25_26한국관광100선 가족여행 경상권 관광지                 
밀양 영남루,"우리나라 3대 누각 중 하나, 영남루",가족여행 경상권 관광지 밀양영남루 보물 역사 역사를품은곳 역사속으로     
표충비,역사적 사실을 기리는 비석,경상권 경상남도유형문화재 관광지 역사 역사관광 역사관광지 역사를품은곳     
밀양시립박물관,밀양의 오랜역사를 간직한 문화교육의 산 터전,경상권 기차여행 문화시설 박물관 아이와함께 전시관 전통역사문화체험  
최참판댁,박경리 소설 토지의 주 무대,가족과함께 가족여행 경상권 관광지 드라마촬영지 소설토지 슬로우시티            
목면시배유지,산청에 꽃핀 목화 한 송이,가족여행 경상권 목면시배유지 문익점 문화시설 체험학습
함양 일두고택,조선 성종 때의 대학자인 일두 정여창의 고택,관광지 일두고택 정여창 함양고택 함양민속자료 함양여행
남계서원 [유네스코 세계유산],우리나라에서 2번째로 창건된 서원,관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속       
봉래산(부산),정상에서 부산 시가지를 한 눈에 볼 수 있는 곳,가족과함께 경치좋은곳 관광지 부산가볼만한곳 영도봉래산 자연 자연여행    
거창박물관,거창의 문화유산을 한눈에 볼 수 있는 공간,거창지역 경상권 계림농원 공립박물관 기차여행 대동여지도 둔마리고분벽화        
목포자연사박물관,지구 46억년 자연의 역사를 인증하는 국제적 박물관,가족여행 공룡화석 기차여행 목포박물관여행 목포의역사 목포자연사박물관            
백암아트홀,공연 문화를 선도하는 미래형 극장,공연관람 기획공연 나홀로여행 남녀노소 도심문화공간 도심여행 문화공간          
음성축산물유통단지,충북 음성군 대소면에 있는 유통단지,쇼핑 음성돼지고기 음성맛집 음성소고기 음성시장 음성여행 음성축산물유통단지
우리옛돌박물관,다양한 석조 유물과 예술 작품이 있는 박물관,가족과함께 돌박물관 문화시설 박물관 서울가볼만한곳 석조유물 아이와함께      
경상북도교육청 경주안전체험관,재난과 안전사고에 맞는 대응 능력을 기르기 위한 체험관,경주가볼만한곳 경주관광 경주여행 경주체험관 관광지 안전교육 안전체험  
주봉낚시터,맑은 물에 깨끗하고 힘있는 물고기들이 가득한 낚시터,낚시명소 낚시터 레포츠 음성낚시명소 음성낚시터 음성붕어낚시 주봉낚시터
"장호해수욕장(장호항, 장호해변)",맑은 바닷물에 온 가족이 피서를 즐길 수 있는 해변,강원_가볼만한곳 강원권 강원도_여행지_추천 관광지 낚시 바다 바다내음      
내곡낚시터,다양한 어종을 만날 수 있는 낚시터,낚시명소 낚시터 내곡낚시터 레포츠 음성낚시명소 음성낚시터 음성붕어낚시
우리술,경기도에서 가장 큰 막걸리 양조장,견학 관광지 산업관광 산업관광지 수도권 연중무휴 우리술 이색체험     
니지모리 스튜디오,동두천에서 일본 여행하기,감성사진 경치여행 경치좋은곳 관광지 동두천가볼만한곳 동두천시 사진찍기      
덕바위 사계절 썰매장,사계절 썰매를 즐기다,논산가볼만한곳 논산눈썰매 덕바위농촌체험휴양마을 덕바위사계절썰매장   
마정 낚시터,토종붕어와 다양한 어종을 낚을 수 있는 곳,레포츠 마정낚시터 마정지 메기 방갈로 철갑상어 토종붕어낚시터
오목 낚시터,토종붕어를 낚을 수 있는 곳,낚시명소 레포츠 신창역낚시터 아산 낚시터 아산붕어 아산토종붕어 
금산산림문화타운,수려한 자연과 맑은 공기가 좋은 휴양림,가볼래터 가족여행 관광지 나들이 남이자연휴양림 데이트코스 아이와함께          
법화산,쾌적하게 등산할 수 있는 법화산,관광지 산책하기좋은곳 자연 자연관광지 자연속으로 자연여행 자연좋은곳      
우암사적공원,우암 송시열의 학문과 정신이 보존된 근린공원,2024_여행가는달과함께하는_발도장여행지 가족여행 걷기길 관광지 교과서속여행                
도고CC,오랜 전통과 함께하는 골프장,골프 골프관광 골프여행 골프장 국내골프장 도고CC 레포츠
대전 회덕 동춘당,늘 봄과 같은 동춘당,가볼래터 관광지 문화관광해설사 보물 여행구독 역사공부 역사관광지         
송파문화원,송파의 문화를 계승하고 문화복지를 제공하는 곳,문화시설 복합문화공간 송파구문화원 송파문화강좌 송파문화센터 송파문화원   
뿌리공원,전국 유일의 효(孝) 테마 공원,2024_여행가는달과함께하는_발도장여행지 가족여행 관광지 기념탑 문화관광해설사       
청주시 농수산물 도매시장,저렴하고 안전한 식재료를 구할 수 있는 곳,쇼핑 시장 청주먹거리 청주볼거리 청주산책 청주시장 청주여행
숭현서원지,조선시대 대전 지역 학문의 중심지,관광지 문화재 서원 역사 역사공부 역사관광지 역사를품은곳 역사문화재         
파운드리 서울,새로운 감각이 태어나는 공간 컨테퍼러리 아트 갤러리,문화시설 서울가볼만한곳 서울갤러리 아트갤러리 이태원 전시시설 친구와함께   
마량 놀토수산시장,남해안 최고의 수산시장,강진 마량놀토수산시장 쇼핑 어패류 제철수산물 청정바다 토요음악회  
연오랑세오녀테마공원 귀비고,연오랑세오녀 설화를 바탕으로 체험과 전시가 가득한 공간,관광지 연오랑세오녀테마공원 체험 테마공원 포항
강화도령 화문석 체험장,선조의 지혜와 미가 담긴 화문석의 배움터,2020_산업관광지_13선 가족과함께 강화가볼만한곳 공예품 관광지         
화홍문(華虹門),7개 무지개 모양의 화성 북수문,관광지 교과서속여행 수도권 아이와함께 역사 역사공부 역사관광지        
감악산 출렁다리,감악산 절경과 아찔함을 동시에 즐겨보자!,2024_여행가는달과함께하는_발도장여행지 감악산 경기권반려동물여행지                 
DMZ펀치볼둘레길,전쟁의 상흔을 통해 자유와 평화의 소중함을 느낄 수 있는 곳,관광지 산책코스 산책하기좋은곳 자연속으로 자연풍경 휴식공간 휴식하기좋은곳
팔달문,사방팔방에서 배와 수레가 모인다,관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속       
남송미술관,청정 자연 속에 자리 잡은 문화예술 공간,문화공간 남송미술관 명지산 문화시설 문화예술 미술관 수도권 아이와함께     
포충사(철원),김응하 장군을 기리기 위해 건립된 사당,관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속      
성호박물관,안산이 낳은 위대한 실학자인 성호 이익 선생의 업적을 전시한 곳,가족과함께 교육여행 기념관 무장애 문화시설 박물관 서울근교여행    
김홍도미술관,김홍도 선생님의 예술혼이 살아숨쉬는 공간,문화공간 문화시설 문화예술공간 미술관 복합문화공간 아이와함께 연인과함께      
금학생태공원,"생태관찰시설, 산책로, 야외 공연장을 갖춘 휴식공간",공주공원 공주데이트코스 공주산책 공주여행 공주포토존 관광지
최용신기념관,"상록수 최용신, 샘골과 함께 걷다",교과서속여행 근대문화유산 기념관 문화시설 수도권 애국계몽 애국심          
용주사(화성),정조대왕의 효심이 깃든 사찰,가족과함께 경기권 관광지 불교 불교문화 불교사찰 사찰 사찰여행            
화성 우리꽃식물원,도심 속 자연을 만끽할 수 있는 공간,가족과함께 가족체험 경기권 관광지 서울근교여행 식물원 아이와함께         
꿈팜,정원에서 즐기는 핸드드립커피와 쿠키 만들기,고양 고양시농촌체험 관광지 농촌체험 직업체험 커피 커피와쿠키  
화성 고정리 공룡알 화석산지,국내 최초 원형 그대로의 공룡화석이 발견된 곳,경기권 공룡 공룡알화석지 관광지 서울근교여행 아이와함께 아이와함께             
국가유산체험센터,도심 속에서 만나는 살아있는 한국의 전통문화,공예체험 국가유산 문화시설 서울가볼만한곳 송파구 아이와함께 전시  
박정희대통령역사자료관,박정희 대통령 업적과 근현대 산업 발전사를 알 수 있는 교육의 장,문화관광해설사 문화시설
초려공방,수공예품과 커피 내음이 가득한 초려공방,강릉 강릉가볼만한곳 강릉여행 공방 공예 쇼핑 예술촌 전통공예체험
바람부리별밤캠핑장 관광농원,밤하늘 속 무수히 쏟아지는 별을 감상할 수 있는 캠핑장,가족 계곡옆 레포츠 물맑은 별 보기 좋은 여유있는 친절한 힐링
강릉 금진리321카라반,가족이 조용히 보내기 좋은 카라반,가족 강릉 강릉가볼만한곳 강릉여행 강릉여행정보 강릉여행추천 강원강릉여행 
만해 한용운 심우장,승려이자 독립운동가 한용운 선생이 거주했던 곳,가족과함께 관광지 독립운동가 서울가볼만한곳 성북구 시인 역사  
안목커피거리카라반캠핑,바다 앞 휴식을 취할 수 있는 소규모 캠핑장,강릉캠핑장 둘레길 레포츠 재미있는 커플
경주 마우나오션 리조트,"휴식, 운동 그리고 온천을 모두 즐길 수 있는 곳",가족과함께 경상권 경주골프장 경주관광 경주관광단지 경주리조트 경주숙박         
대기리야영장,맑은 공기와 자연을 느낄 수 있는 곳,가을단풍명소 가족캠핑 강릉시캠핑장 강원도캠핑장 넓은운동장 레포츠  
[남해 바래길] 말발굽길,남해 죽방어업을 바라보며 걷는 여유로움이 묻어나는 길,남해 바래길 남해바래길 남해바래길5코스 남해트레킹 남해트레킹코스     
강릉여행 굿캠핑,깨끗하고 깔끔한 캠핑장,강릉시캠핑장 강원도캠핑장 걷기길 낚시 레포츠 봄꽃여행 수상레저   
서산수골프앤리조트,동양의 신비스러움이 느껴지는 한국의 페블비치CC,골프 골프관광 골프여행 골프장 국내골프장 레포츠 서산수골프앤리조트
청계천박물관,청계천의 역사적 여정을 관람할 수 있는 곳,걷기여행 도심여행 문화시설 박물관 서울가볼만한곳 성동구 실내여행지   
"유성장(4, 9일)",대전 유성 중심가의 유서깊은 정기 재래시장,2024_여행가는달과함께하는_발도장여행지 가족여행 나들이 나홀로여행          
올데이 골프앤리조트,골퍼들의 도전과 공략하는 재미를 주는 곳,골프 골프관광 골프여행 골프장 국내골프장 레포츠 올데이골프앤리조트
복용승마장,시민건강 증진을 위한 승마 대중화의 산실,교육프로그램 대전가볼만한곳 레포츠 승마 승마레슨 승마장 승마체험     
시그너스CC,최상의 골프 코스와 최고의 서비스,골프 골프관광 골프여행 골프장 국내골프장 레포츠 시그너스CC
스타CC,푸른 하늘과 울창한 수목이 살아 숨 쉬고 있는 코스,골프 골프관광 골프여행 골프장 국내골프장 레포츠 스타CC
[강릉 바우길 2구간] 대관령 옛길,역사 속 인물과 함께 걸어보는 옛길,가족여행 강릉바우길 강원권 걷기좋은곳 레포츠 자연속으로 자연여행      
제3의 시간,"어린이, 청소년이 탐색하고 표현하는 도서관",문화공간 문화시설 서울_여행지_추천 서울가볼만한곳 서울도서관 수도권      
부산자유회관(부산통일관),부산 유일의 평화통일 체험 현장,경상권 교과서속여행 문화시설 부산자유회관 부산전시관 부산통일관        
내덕 자연시장,신선한 먹거리와 따뜻한 인심,내덕자연시장 쇼핑 청주데이트코스 청주먹거리 청주산책 청주시장 청주여행
대영힐스CC,"자연과 함께, 대영힐스와 함께",골프여행 국내골프장 대영컨트리클럽 레포츠 충주CC 충주골프장 충주라운딩
청주북부시장,볼거리 먹거리 가득한 시장,쇼핑 청주먹거리 청주볼거리 청주북부시장 청주산책 청주시장 청주여행
히든밸리GC,"숲과 골짜기, 호수가 만들어낸 27홀 명문 골프코스",골프 골프관광 골프여행 골프장 국내골프장 레포츠 히든밸리GC
원마루시장,청주시 서원구 분평동에 자리 잡은 시장,쇼핑 원마루시장 청주먹거리 청주볼거리 청주산책 청주시장 청주여행
사창시장,정부양곡을 보관하던 사창(社倉),쇼핑 청주먹거리 청주볼거리 청주사창시장 청주산책 청주시장 청주여행
남양주 광릉(세조·정희왕후) [유네스코 세계유산],조선 7대 세조와 정희왕후 윤씨의 능,가족여행 관광지 교과서속여행 나들이 남양주광릉 당일치기여행 드라이브여행         
남양주 사릉(정순왕후) [유네스코 세계유산],단종의 왕비 정순왕후의 무덤,관광지 교과서속여행 남양주사릉 서울근교여행 수도권 아이와함께 역사       
안양박물관,안양의 역사와 문화를 한눈에 살펴볼 수 있는 곳,문화시설 박물관 아이와함께 안양가볼만한곳 안양역사박물관 안양전시관  
평택호,자연경관과 관광명소가 어우러진 호수,공연 관광지 수변데크 예술공원 유람선 자동차극장 평택호 평택호관광 
지영희국악관,민족 음악의 수호 영웅 지영희를 엿볼 수 있는 공간,문화시설 문화예술 복합문화공간 수도권 전통문화 지영희국악관 체험학습
복대가경시장,"신흥개발지, 아파트단지가 들어서면서 자연발생적으로 생겨 난 시장",가경시장 쇼핑 청주데이트코스 청주산책 청주쇼핑 청주시장 청주여행
킹스데일골프클럽,충주시에 위치한 골프장,골프 골프관광 골프여행 골프장 국내골프장 레포츠 킹스데일골프클럽
아스카 게임박물관,국내 최초 개인수집 레트로 게임 & 대중문화 컨텐츠 박물관,게임박물관 문화시설 아이와함께 체험학습 친구와함께 파주가볼만한곳   
이천설봉온천랜드,600년 전통의 약수 온천을 즐길 수 있는 가족온천장,가족탕 관광지 사우나 서울근교여행지 스파 온천 워터파크 이천가볼만한곳     
신장시장,하남 번화가에 위치한 장터,남녀노소 부모님과함께 상설시장 쇼핑 시장맛집 시장여행 시장투어     
화랑교육원,화랑의 얼을 계승하여 새화랑을 육성하는 곳,가족과함께 경주교육원 국궁체험 남녀노소 레포츠 문화교육 수련시설          
DMZ 라운지,DMZ 청정지역에서 자란 꽃으로 만든 차,DMZ 가성비맛집 꽃 데이트코스 독특한메뉴 분위기좋은 뷰가좋아요     
달달미깡감귤밭,귤의 고장 제주에서 맘껏 누리는 체험 맛집,감귤따기체험 걸세오름 관광지 귤체험맛집 반려동물동반 서귀포귤따기체험명소   
천진암 성지,천주교의 역사를 품고 있는 곳,가족여행 관광지 교과서속여행 나들이 당일치기여행 드라이브여행 서울근교여행        
오산 독산성과 세마대지,"오산과 수원, 화성의 평야 한가운데 솟아 주변을 두루 살필 수 있는 전략적 요충지",관광지 독산성 독산성과세마대지 세마대지 역사 역사속으로 역사유적지
궐리사,공자의 영정을 모시고 제사를 지내는 사당,공자 관광지 궐리사 역사 역사공부 역사관광지 역사를품은곳 역사문화재            
권율장군묘,행주대첩의 명장 권율장군이 잠들어 있는 곳,경기도기념물 관광지 권율장군 권율장군묘 수도권 양주가볼만한곳 양주권율장군묘              
양주 회암사지,고려 말∙조선 초 최대 규모의 왕실사찰,가족여행 경기권 관광지 교과서속여행 사적 서울근교여행 아이와함께    
포천 산정호수,산속의 우물과 같은 맑은 호수,2024_여행가는달과함께하는_발도장여행지 가볼래터 가족여행 관광지                  
한서남궁억유적지,남궁억 선생의 약력 및 업적에 대한 자료를 소개하고 있는 곳,가족과함께 관광지 교육여행 남녀노소 아이와함께 역사공부 역사속     
평화의 댐 물 문화관,북녘 땅을 바라보며 평화를 기원하다,강원권 관광지 물문화관 산업관광 산업관광지 신재생에너지 아이와함께      
파로호 안보전시관,파로호 전투 기록과 안보의 중요성을 배우는 전시관,강원권 문화시설 안보여행 역사공부 역사를품은곳 역사속 역사속으로       
경상감영공원,조선시대 경상감영터를 보전하기 위해 조성된 공원,2024_여행가는달과함께하는_발도장여행지 가족여행 걷기여행 경상감영                    
국립대구박물관,대구의 문화유산을 발굴하고 보존하는 박물관,국립대구박물관 대구박물관 대구실내관광지 데이트코스 무료관람 문화시설               
대구 달성공원,대구시민이 사랑하는 오랜 역사를 품은 공원,2024_여행가는달과함께하는_발도장여행지 BTS bts여행 bts투어 가족여행                            
동화사(대구),템플스테이와 사찰 음식 강좌로 다가가는 신라 고찰,2024_여행가는달과함께하는_발도장여행지 가족여행 관광지 교과서속여행                    
신숭겸장군유적,고려의 개국공신인 신숭겸을 기리는 유적,2024_여행가는달과함께하는_발도장여행지 경상권 관광지 문화관광해설사                
녹동서원,임진왜란 때 귀화하여 전공을 세운 삼란공신 김충선 장군 배향 서원,가족여행 경상권 관광지 김충선장군묘소 녹동사 녹동서원 달성한일우호관              
도동서원 [유네스코 세계유산],예스러움이 가득한 서원,2024_여행가는달과함께하는_발도장여행지 가볼래터 관광지 도동서원               
용연사(대구),부처님의 진신사리가 모셔진 적멸보궁,2024_여행가는달과함께하는_발도장여행지 8대적멸보궁 관광지 기차여행                           
비슬산 유가사,신라 흥덕왕 2년 도성국사가 창건한 유서깊은 천년 고찰,가족여행 경상권 관광지 문화관광해설사 불교 불교사찰 비슬산유가사              
청정조각공원,하늘 내린 인제의 시작점인 쉼터,관광지 인제공원 자작자무숲공원 조각공원 춘천인제접경 휴게소공원
용추 협곡,자연이 빚어낸 아름다움,관광지 용추협곡 자연관광지 주왕산국립공원 청송가볼만한곳 청송군  
목공예 갤러리,인제의 전통목기와 작품을 만날 수 있는 곳,강원인제군 목공예 목공예갤러리 목공예전시 문화시설 인제군 체험여행
인제산촌민속박물관,국내 유일의 산촌 민속 전문 박물관,강원권 교과서속여행 기차여행 문화관광해설사 문화시설 미세먼지_피하는_실내여행     
영축산,통도사가 자리잡고 있는 영남알프스 영축산,가족과함께 관광지 양산가볼만한곳 양산여행 영남알프스 영축산 자연  
내설악 백공미술관,자연과 예술의 향기를 동시에 느끼는 미술관,강원권 나홀로여행 내설악백공미술관 데이트코스 문화시설 문화예술공간       
고운사(의성),사찰음식과 템플스테이를 체험할 수 있는 전통사찰,경상권 관광지 불교 불교문화 불교사찰 사찰 사찰 사찰 사찰여행            
인제스피디움 서킷,모든 레이서들의 꿈을 담은 곳,레이싱 레포츠 이색체험 인제스피디움리조트
여초서예관,한국 서예의 미학과 자연이 조화를 이루는 공간,가족과함께 교육여행 문화공간 문화시설 서예 서예가 서예문화 아이와함께    
입곡군립공원,계절마다 다른 매력으로 걷기 좋은 힐링 공원,가족과함께 관광지 군립공원 무빙보트 입곡저수지 자연 자연관광지   
한국시집박물관,시문학의 역사와 가치를 한눈에 조망할 수 있는 국내 유일의 시집 전문 문화공간,강원 강원인제군 문화시설 시집박물관 인제군 인제군박물관 한국시집박물관
엑스게임리조트(내린천 번지점프),번지점프를 통해 스릴을 만끽할 수 있는 곳,가족여행 강원권 꿀잼_액티비티 내린천번지점프 레포츠 번지점프 액티비티   
내린천 래프팅,자연 속 짜릿한 모험을 즐기며 청정 계곡의 매력을 온몸으로 느낄 수 있는 활동,꿀잼_액티비티 내린천 내린천수변공원 래프팅 레포츠 수상스포츠 여름피서지          
한성백제박물관,서울의 역사와 문화를 알리는 백제박물관,교과서속여행 당일치기여행 문화시설 박물관 사계절 서울가볼만한곳   
일레븐CC,충주 국망산의 자연과 조화롭게 펼쳐지는 환상의 골프코스,골프 골프관광 골프여행 골프장 국내골프장 레포츠 일레븐CC
고산정,"성성재 금난수가 세운 정자, 고산정",경치좋은곳 관광지 사진찍기 사진촬영 사진촬영명소 역사 역사공부               
로얄포레CC,자연 속에서 안락과 심신의 휴식을 느낄 수 있는 골프장,골프 골프관광 골프여행 골프장 국내골프장 레포츠 로얄포레CC
그랜드CC,자연 친화적인 골프장,골프 골프관광 골프여행 골프장 국내골프장 그랜드CC 레포츠
동촌GC,해발 770미터 국망산 자락에 위치한 골프클럽,골프 골프관광 골프여행 골프장 국내골프장 동촌GC 레포츠
대영베이스CC,아름다운 자연과 함께 즐기는 라운딩,골프여행 국내골프장 대영CC 레포츠 충주CC 충주골프장 충주라운딩
한국광고박물관,한국 근현대 광고를 한번에 조망할 수 있는 박물관,광고 광고박물관 문화공간 문화시설 박물관 서울가볼만한곳 서울권   
부천활박물관,우리 활에 담긴 선조의 얼과 슬기로움을 배우는 곳,가족여행 가족체험여행 교과서속여행 문화시설 박물관 부천가볼만한곳      
구립구산동도서관마을,만남이 계속되는 우리 구산동 도서관 마을,구산동소극장 도서관마을 독서공간 문화시설 서울가볼만한곳 아이와함께     
우석뮤지엄,우석 최규명 선생의 작품을 만날 수 있는 곳,기획전시 문화시설 문화예술활동 뮤지엄 서대문구 서울가볼만한곳 예술공간  
대동 낚시터,어자원이 풍부한 1급수 낚시터,낚시명소 낚시터 대동낚시터 레포츠 아산낚시터 아산붕어낚시 아산참붕어
인흥마을,문익점의 후손들이 대대손손 살아온 남평 문씨 집성촌,가족여행 경상권 관광지 문화관광해설사 역사 역사공부 역사관광지        
화원동산,화원동산 전망대에 올라 낙동강과 금호강을 눈으로 즐겨보자.,가족과함께 관광지 달성군 대구여행 사문진나루터 사문진주막촌 산책하기좋은곳         
낙동강승전기념관,겨레의 얼과 민족의 얼이 살아숨쉬는 호국의 전당,기차여행 낙동강승전기념관 대구 남구 대구광역시 문화관광해설사 문화시설  
국립 용현자연휴양림,자연과 백제 문화유적이 살아 숨쉬는 휴양림,가족여행 걷기길 관광지 국립용현자연휴양림 나들이 서산가야산휴양림                
서대문자연사박물관,태초의 생명과 대자연의 역사가 펼쳐지는 박물관,가족과함께 가족여행 교육공간 단체관람 문화시설 박물관 서울가볼만한곳   
